url,rating,topic,subtopic
https://www.nationalreview.com/2019/03/trump-emergency-declaration-vote-splits-senate-republicans/,4,US Senate,Senate Blocks Trump's Emergency Declaration
https://www.wsj.com/articles/more-gop-senators-take-stand-against-trumps-border-emergency-11552586022,2,US Senate,Senate Blocks Trump's Emergency Declaration
https://www.nytimes.com/2019/03/14/us/politics/trump-congress-rebuke.html,1,US Senate,Senate Blocks Trump's Emergency Declaration
